"priceRange","alcohol","noiseLevel","attire","delivery","parking","waiterService","smoking","outdoorSeating","caters","goodForGroups","goodForKids"
"$$","full_bar","average","casual","No","lot","NA","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","loud","casual","No","NA","No","NA","No","No","Yes","NA"
"$$$","beer_and_wine","average","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","quiet","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","NA","NA","No","NA","No","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$$$","full_bar","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","NA","NA","NA","NA","outdoor","Yes","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","street","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","No","Yes","No"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$","beer_and_wine","quiet","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","NA","NA","NA","No","NA","No","NA","Yes","NA"
"$$","none","average","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$","beer_and_wine","average","casual","NA","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","quiet","casual","Yes","NA","Yes","NA","No","Yes","No","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","NA","NA","NA","lot","No","NA","Yes","NA","NA","NA"
"$","none","quiet","casual","No","NA","NA","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","street","No","NA","No","Yes","Yes","NA"
"$$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","full_bar","average","NA","NA","lot","Yes","outdoor","No","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","quiet","casual","No","street","Yes","NA","Yes","No","Yes","Yes"
"$$","full_bar","loud","casual","NA","lot","NA","outdoor","Yes","NA","Yes","NA"
"$","none","quiet","casual","No","NA","No","NA","Yes","NA","No","NA"
"$","none","quiet","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$$","none","NA","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","Yes"
"$","none","NA","casual","No","lot","NA","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$","none","quiet","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","very_loud","casual","No","lot","Yes","NA","Yes","No","No","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","Yes","No","Yes","NA"
"$$","none","quiet","casual","No","lot","Yes","NA","No","Yes","No","NA"
"$","none","average","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","Yes","no","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","garage","No","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","valet","Yes","no","Yes","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","Yes","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","No","garage","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","street","NA","NA","Yes","NA","NA","NA"
"$$","none","NA","casual","Yes","NA","NA","NA","NA","NA","No","NA"
"$$","none","NA","casual","Yes","NA","NA","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","Yes","lot","NA","NA","Yes","Yes","Yes","Yes"
"$$$","full_bar","average","dressy","No","NA","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","NA","NA","No","No","Yes","NA"
"$$","none","NA","casual","Yes","NA","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","quiet","dressy","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","average","casual","No","lot","NA","NA","No","Yes","Yes","Yes"
"$","full_bar","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$","none","quiet","casual","No","lot","Yes","NA","Yes","NA","No","NA"
"$","none","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","loud","casual","No","street","Yes","no","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","No","NA","Yes","No","No","NA"
"$$$$","full_bar","average","dressy","No","valet","Yes","NA","No","No","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","street","NA","NA","Yes","NA","NA","NA"
"$","none","NA","casual","Yes","NA","NA","NA","Yes","No","No","NA"
"$","beer_and_wine","average","casual","No","NA","Yes","NA","Yes","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","street","No","NA","No","Yes","No","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","yes","No","Yes","Yes","NA"
"$$","full_bar","quiet","casual","Yes","street","No","NA","No","Yes","Yes","NA"
"$$","none","NA","casual","No","street","Yes","NA","Yes","NA","Yes","NA"
"$","none","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","loud","casual","No","garage","No","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","valet","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","average","dressy","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","loud","casual","No","NA","No","NA","Yes","No","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","NA","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$$","full_bar","average","dressy","No","valet","Yes","NA","No","No","Yes","No"
"$","none","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","No","lot","Yes","NA","NA","NA","NA","NA"
"$$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","valet","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","quiet","dressy","No","valet","No","NA","Yes","Yes","Yes","NA"
"$$$","full_bar","average","casual","No","street","No","NA","No","Yes","Yes","NA"
"$","full_bar","average","NA","NA","lot","Yes","yes","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","NA","casual","NA","street","NA","NA","Yes","NA","Yes","NA"
"$$","none","average","casual","No","lot","Yes","NA","Yes","NA","Yes","NA"
"$$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","Yes"
"$","none","loud","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","NA","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","Yes","NA","NA","NA","Yes","NA","NA","NA"
"$$","none","average","casual","No","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","average","casual","No","NA","No","NA","NA","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","No","NA","NA","NA","NA","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","NA","NA","Yes","Yes","Yes","NA"
"$$","none","loud","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","average","dressy","No","valet","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","NA","NA","street","NA","outdoor","Yes","NA","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","none","average","casual","Yes","NA","NA","NA","No","NA","Yes","NA"
"$","full_bar","quiet","casual","No","lot","Yes","yes","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$$","beer_and_wine","NA","NA","NA","street","No","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","none","average","casual","Yes","lot","Yes","NA","Yes","NA","No","NA"
"$$$","full_bar","NA","casual","No","valet","NA","NA","Yes","NA","Yes","NA"
"$$","none","average","casual","No","NA","Yes","NA","NA","NA","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","beer_and_wine","average","casual","Yes","lot","No","NA","No","NA","Yes","NA"
"$$","none","quiet","NA","Yes","NA","Yes","NA","No","NA","NA","NA"
"$$","none","loud","casual","Yes","NA","Yes","NA","No","NA","Yes","NA"
"$$$","none","NA","casual","NA","NA","Yes","NA","NA","NA","Yes","NA"
"$$$","full_bar","quiet","NA","NA","garage","NA","no","No","NA","Yes","NA"
"$$$","none","very_loud","NA","Yes","NA","Yes","NA","NA","NA","No","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","Yes"
"$$","none","quiet","casual","Yes","lot","No","NA","Yes","NA","No","NA"
"$","none","average","casual","Yes","NA","Yes","NA","No","No","Yes","NA"
"$$","none","NA","casual","Yes","NA","NA","NA","NA","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$$","none","quiet","casual","No","street","Yes","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$$","none","NA","casual","No","NA","NA","NA","Yes","NA","No","NA"
"$$","beer_and_wine","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$","none","quiet","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$","none","loud","casual","No","NA","NA","NA","Yes","No","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","street","Yes","NA","No","Yes","No","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","No","NA","No","Yes","No","Yes"
"$","none","loud","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","beer_and_wine","quiet","casual","No","NA","No","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","full_bar","loud","NA","NA","NA","NA","yes","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","loud","NA","NA","NA","NA","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","quiet","NA","NA","valet","NA","no","No","NA","Yes","NA"
"$$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$","beer_and_wine","quiet","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","loud","NA","NA","valet","NA","yes","No","NA","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","No","street","No","NA","No","Yes","Yes","NA"
"$$","full_bar","very_loud","casual","NA","NA","Yes","no","No","NA","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","No","No","NA"
"$$","full_bar","quiet","casual","No","street","Yes","NA","Yes","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","casual","Yes","lot","Yes","NA","No","NA","Yes","NA"
"$","none","NA","casual","Yes","street","Yes","NA","No","NA","Yes","NA"
"$","none","quiet","casual","No","lot","No","NA","No","No","No","NA"
"$$","full_bar","loud","NA","NA","NA","NA","yes","No","NA","Yes","NA"
"$","none","average","casual","No","street","Yes","NA","Yes","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","No","NA","NA","NA"
"$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$","none","NA","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$$","none","very_loud","casual","Yes","lot","No","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","quiet","casual","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","beer_and_wine","quiet","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","street","Yes","NA","Yes","No","Yes","NA"
"$$","none","average","casual","Yes","lot","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","loud","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","Yes","NA","NA","NA","NA","No","NA","NA"
"$$$","full_bar","average","dressy","No","valet","Yes","NA","No","NA","Yes","No"
"$$","full_bar","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","NA","NA","NA","NA","Yes","NA","No","NA"
"$$$","full_bar","average","casual","NA","lot","Yes","outdoor","Yes","NA","No","NA"
"$$","none","NA","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","beer_and_wine","NA","casual","Yes","lot","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","no","Yes","NA","Yes","NA"
"$","none","NA","casual","No","NA","No","NA","NA","NA","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","very_loud","casual","No","garage","Yes","NA","Yes","Yes","Yes","No"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","lot","NA","NA","No","NA","No","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","average","dressy","No","lot","Yes","no","Yes","Yes","Yes","NA"
"$$","none","average","casual","Yes","lot","NA","NA","No","NA","Yes","NA"
"$","none","average","casual","Yes","lot","No","NA","No","No","No","NA"
"$$","none","quiet","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","NA","casual","No","garage","NA","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","garage","NA","NA","No","NA","NA","NA"
"$$","none","NA","NA","Yes","NA","No","NA","NA","No","NA","NA"
"$$","none","average","casual","No","street","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
